AvgSpotLen	BioSample	BioSampleModel	Experiment	Instrument	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	age	dev_stage	ecotype	geo_loc_name	tissue	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
198	SAMN03326588	Plant	SRX972427	Illumina HiSeq 2000	6750	2015-03-31	6974	4797	Arabidopsis thaliana	2016-05-06	SRR1945744	SRS888042	6750	not applicable	not applicable	6750	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326589	Plant	SRX972428	Illumina HiSeq 2000	6805	2015-03-31	7549	5296	Arabidopsis thaliana	2016-05-06	SRR1945745	SRS888037	6805	not applicable	not applicable	6805	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326590	Plant	SRX972429	Illumina HiSeq 2000	6806	2015-03-31	8310	5721	Arabidopsis thaliana	2016-05-06	SRR1945746	SRS888041	6806	not applicable	not applicable	6806	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
197	SAMN03326591	Plant	SRX972430	Illumina HiSeq 2000	6814	2015-03-31	6521	4549	Arabidopsis thaliana	2016-05-06	SRR1945747	SRS888015	6814	not applicable	not applicable	6814	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326592	Plant	SRX972431	Illumina HiSeq 2000	6830	2015-03-31	10380	7345	Arabidopsis thaliana	2016-05-06	SRR1945748	SRS888036	6830	not applicable	not applicable	6830	Kazakhstan	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326593	Plant	SRX972432	Illumina HiSeq 2000	6897	2015-03-30	1953	1371	Arabidopsis thaliana	2016-05-06	SRR1945749	SRS888013	6897	not applicable	not applicable	6897	France	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326594	Plant	SRX972433	Illumina HiSeq 2000	6898	2015-03-30	1683	1095	Arabidopsis thaliana	2016-05-06	SRR1945750	SRS888012	6898	not applicable	not applicable	6898	Belgium	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
144	SAMN03326595	Plant	SRX972434	Illumina Genome Analyzer IIx	6900	2015-03-30	2533	1872	Arabidopsis thaliana	2016-05-06	SRR1945751	SRS888009	6900	not applicable	not applicable	6900	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326596	Plant	SRX972435	Illumina Genome Analyzer IIx	6901	2015-03-30	2536	1440	Arabidopsis thaliana	2016-05-06	SRR1945752	SRS888011	6901	not applicable	not applicable	6901	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326597	Plant	SRX972436	Illumina HiSeq 2000	6903	2015-03-30	3700	2610	Arabidopsis thaliana	2016-05-06	SRR1945753	SRS888010	6903	not applicable	not applicable	6903	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326598	Plant	SRX972437	Illumina HiSeq 2000	6904	2015-03-30	20569	15001	Arabidopsis thaliana	2016-05-06	SRR1945754	SRS888008	6904	not applicable	not applicable	6904	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326599	Plant	SRX972438	Illumina HiSeq 2000	6907	2015-03-30	4225	2903	Arabidopsis thaliana	2016-05-06	SRR1945755	SRS888006	6907	not applicable	not applicable	6907	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326600	Plant	SRX972439	Illumina HiSeq 2000	6908	2015-03-30	6544	4558	Arabidopsis thaliana	2016-05-06	SRR1945756	SRS888007	6908	not applicable	not applicable	6908	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326601	Plant	SRX972440	Illumina HiSeq 2000	6909	2015-03-30	3307	2666	Arabidopsis thaliana	2016-05-06	SRR1945757	SRS888005	6909	not applicable	not applicable	6909	USA	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326602	Plant	SRX972441	Illumina HiSeq 2000	6911	2015-03-30	7099	4902	Arabidopsis thaliana	2016-05-06	SRR1945758	SRS888004	6911	not applicable	not applicable	6911	Cape Verde	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326603	Plant	SRX972442	Illumina Genome Analyzer IIx	6913	2015-03-30	3070	2114	Arabidopsis thaliana	2016-05-06	SRR1945759	SRS888003	6913	not applicable	not applicable	6913	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326604	Plant	SRX972443	Illumina HiSeq 2000	6915	2015-03-30	2311	1604	Arabidopsis thaliana	2016-05-06	SRR1945760	SRS888000	6915	not applicable	not applicable	6915	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
144	SAMN03326605	Plant	SRX972444	Illumina Genome Analyzer IIx	6917	2015-03-30	2751	2031	Arabidopsis thaliana	2016-05-06	SRR1945761	SRS888001	6917	not applicable	not applicable	6917	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326606	Plant	SRX972445	Illumina Genome Analyzer IIx	6918	2015-03-30	3089	2116	Arabidopsis thaliana	2016-05-06	SRR1945762	SRS887996	6918	not applicable	not applicable	6918	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326607	Plant	SRX972446	Illumina HiSeq 2000	6919	2015-03-30	1983	1313	Arabidopsis thaliana	2016-05-06	SRR1945763	SRS887997	6919	not applicable	not applicable	6919	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326608	Plant	SRX972447	Illumina HiSeq 2000	6920	2015-03-30	9260	6301	Arabidopsis thaliana	2016-05-06	SRR1945764	SRS888002	6920	not applicable	not applicable	6920	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326609	Plant	SRX972448	Illumina HiSeq 2000	6922	2015-03-30	1661	1045	Arabidopsis thaliana	2016-05-06	SRR1945765	SRS887998	6922	not applicable	not applicable	6922	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326610	Plant	SRX972449	Illumina HiSeq 2000	6923	2015-03-30	5139	3510	Arabidopsis thaliana	2016-05-06	SRR1945766	SRS887994	6923	not applicable	not applicable	6923	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326611	Plant	SRX972450	Illumina HiSeq 2000	6924	2015-03-30	1722	1125	Arabidopsis thaliana	2016-05-06	SRR1945767	SRS887995	6924	not applicable	not applicable	6924	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326612	Plant	SRX972451	Illumina HiSeq 2000	6926	2015-03-30	1965	1297	Arabidopsis thaliana	2016-05-06	SRR1945768	SRS887993	6926	not applicable	not applicable	6926	USA	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
197	SAMN03326613	Plant	SRX972452	unspecified	6927	2015-03-31	6349	4657	Arabidopsis thaliana	2016-05-06	SRR1945769	SRS887991	6927	not applicable	not applicable	6927	USA	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326614	Plant	SRX972453	Illumina HiSeq 2000	6929	2015-03-30	2256	1492	Arabidopsis thaliana	2016-05-06	SRR1945770	SRS887990	6929	not applicable	not applicable	6929	Tajikistan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326615	Plant	SRX972454	Illumina HiSeq 2000	6931	2015-03-30	2316	1549	Arabidopsis thaliana	2016-05-06	SRR1945771	SRS887992	6931	not applicable	not applicable	6931	Kazakhstan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326616	Plant	SRX972455	Illumina HiSeq 2000	6932	2015-03-30	5142	3472	Arabidopsis thaliana	2016-05-06	SRR1945772	SRS887988	6932	not applicable	not applicable	6932	Germany	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326617	Plant	SRX972456	Illumina HiSeq 2000	6933	2015-03-30	19264	13012	Arabidopsis thaliana	2016-05-06	SRR1945773	SRS887989	6933	not applicable	not applicable	6933	Spain	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326618	Plant	SRX972457	Illumina HiSeq 2000	6938	2015-03-30	3114	2186	Arabidopsis thaliana	2016-05-06	SRR1945774	SRS887982	6938	not applicable	not applicable	6938	Russia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326619	Plant	SRX972458	Illumina HiSeq 2000	6940	2015-03-30	1964	1260	Arabidopsis thaliana	2016-05-06	SRR1945775	SRS887983	6940	not applicable	not applicable	6940	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326620	Plant	SRX972459	Illumina HiSeq 2000	6943	2015-03-30	10549	7144	Arabidopsis thaliana	2016-05-06	SRR1945776	SRS887979	6943	not applicable	not applicable	6943	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326621	Plant	SRX972460	Illumina HiSeq 2000	6944	2015-03-30	5648	3939	Arabidopsis thaliana	2016-05-06	SRR1945777	SRS887978	6944	not applicable	not applicable	6944	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326622	Plant	SRX972461	Illumina HiSeq 2000	6945	2015-03-30	3926	2764	Arabidopsis thaliana	2016-05-06	SRR1945778	SRS887980	6945	not applicable	not applicable	6945	Netherlands	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326623	Plant	SRX972462	Illumina HiSeq 2000	6951	2015-03-30	1945	1244	Arabidopsis thaliana	2016-05-06	SRR1945779	SRS887981	6951	not applicable	not applicable	6951	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326624	Plant	SRX972463	Illumina HiSeq 2000	6956	2015-03-30	3283	2305	Arabidopsis thaliana	2016-05-06	SRR1945780	SRS887976	6956	not applicable	not applicable	6956	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326625	Plant	SRX972464	Illumina HiSeq 2000	6957	2015-03-30	4237	2809	Arabidopsis thaliana	2016-05-06	SRR1945781	SRS887977	6957	not applicable	not applicable	6957	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326626	Plant	SRX972465	Illumina HiSeq 2000	6958	2015-03-30	2762	1882	Arabidopsis thaliana	2016-05-06	SRR1945782	SRS887975	6958	not applicable	not applicable	6958	France	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326627	Plant	SRX972466	Illumina HiSeq 2000	6959	2015-03-30	6038	4169	Arabidopsis thaliana	2016-05-06	SRR1945783	SRS887974	6959	not applicable	not applicable	6959	France	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326628	Plant	SRX972467	Illumina HiSeq 2000	6960	2015-03-30	4245	2895	Arabidopsis thaliana	2016-05-06	SRR1945784	SRS887973	6960	not applicable	not applicable	6960	France	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326629	Plant	SRX972468	Illumina HiSeq 2000	6961	2015-03-30	2548	1734	Arabidopsis thaliana	2016-05-06	SRR1945785	SRS887972	6961	not applicable	not applicable	6961	Spain	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326630	Plant	SRX972469	Illumina HiSeq 2000	6963	2015-03-30	1699	1083	Arabidopsis thaliana	2016-05-06	SRR1945786	SRS887971	6963	not applicable	not applicable	6963	Tajikistan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326631	Plant	SRX972470	Illumina HiSeq 2000	6966	2015-03-30	2727	1885	Arabidopsis thaliana	2016-05-06	SRR1945787	SRS887969	6966	not applicable	not applicable	6966	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326632	Plant	SRX972471	Illumina HiSeq 2000	6967	2015-03-30	3225	2089	Arabidopsis thaliana	2016-05-06	SRR1945788	SRS887968	6967	not applicable	not applicable	6967	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
144	SAMN03326633	Plant	SRX972472	Illumina Genome Analyzer IIx	6968	2015-03-30	2742	2021	Arabidopsis thaliana	2016-05-06	SRR1945789	SRS887970	6968	not applicable	not applicable	6968	Finland	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326634	Plant	SRX972473	Illumina HiSeq 2000	6969	2015-03-30	4647	3192	Arabidopsis thaliana	2016-05-06	SRR1945790	SRS887967	6969	not applicable	not applicable	6969	Finland	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326635	Plant	SRX972474	Illumina HiSeq 2000	6970	2015-03-30	1459	940	Arabidopsis thaliana	2016-05-06	SRR1945791	SRS887966	6970	not applicable	not applicable	6970	Spain	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326636	Plant	SRX972475	Illumina HiSeq 2000	6971	2015-03-30	6349	4210	Arabidopsis thaliana	2016-05-06	SRR1945792	SRS887965	6971	not applicable	not applicable	6971	Spain	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326637	Plant	SRX972476	Illumina Genome Analyzer IIx	6973	2015-03-30	5381	2574	Arabidopsis thaliana	2016-05-06	SRR1945793	SRS887964	6973	not applicable	not applicable	6973	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
220	SAMN03326638	Plant	SRX972477	Illumina Genome Analyzer IIx	6974	2015-03-30	4748	3176	Arabidopsis thaliana	2016-05-06	SRR1945794	SRS887963	6974	not applicable	not applicable	6974	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326639	Plant	SRX972478	Illumina HiSeq 2000	6975	2015-03-30	2218	1483	Arabidopsis thaliana	2016-05-06	SRR1945795	SRS887962	6975	not applicable	not applicable	6975	Austria	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326640	Plant	SRX972479	Illumina HiSeq 2000	6976	2015-03-30	6405	4368	Arabidopsis thaliana	2016-05-06	SRR1945796	SRS887999	6976	not applicable	not applicable	6976	Austria	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326641	Plant	SRX972480	Illumina HiSeq 2000	6979	2015-03-30	2761	1882	Arabidopsis thaliana	2016-05-06	SRR1945797	SRS887959	6979	not applicable	not applicable	6979	Switzerland	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326642	Plant	SRX972481	Illumina HiSeq 2000	6981	2015-03-30	2213	1477	Arabidopsis thaliana	2016-05-06	SRR1945798	SRS887986	6981	not applicable	not applicable	6981	Russia	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326643	Plant	SRX972482	Illumina HiSeq 2000	6982	2015-03-30	1302	834	Arabidopsis thaliana	2016-05-06	SRR1945799	SRS887987	6982	not applicable	not applicable	6982	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326644	Plant	SRX972483	Illumina HiSeq 2000	6984	2015-03-30	2789	1894	Arabidopsis thaliana	2016-05-06	SRR1945800	SRS887985	6984	not applicable	not applicable	6984	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326645	Plant	SRX972484	Illumina HiSeq 2000	6986	2015-03-30	2689	1864	Arabidopsis thaliana	2016-05-06	SRR1945801	SRS887958	6986	not applicable	not applicable	6986	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326646	Plant	SRX972485	Illumina HiSeq 2000	6987	2015-03-30	1642	1070	Arabidopsis thaliana	2016-05-06	SRR1945802	SRS887984	6987	not applicable	not applicable	6987	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326647	Plant	SRX972486	Illumina HiSeq 2000	6989	2015-03-30	1800	1170	Arabidopsis thaliana	2016-05-06	SRR1945803	SRS887961	6989	not applicable	not applicable	6989	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326648	Plant	SRX972487	Illumina HiSeq 2000	6990	2015-03-30	2399	1609	Arabidopsis thaliana	2016-05-06	SRR1945804	SRS887960	6990	not applicable	not applicable	6990	Netherlands	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326649	Plant	SRX972488	Illumina HiSeq 2000	6992	2015-03-30	2019	1312	Arabidopsis thaliana	2016-05-06	SRR1945805	SRS887957	6992	not applicable	not applicable	6992	Belgium	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326650	Plant	SRX972489	Illumina HiSeq 2000	6997	2015-03-30	2012	1418	Arabidopsis thaliana	2016-05-06	SRR1945806	SRS887956	6997	not applicable	not applicable	6997	Netherlands	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326651	Plant	SRX972490	Illumina HiSeq 2000	7000	2015-03-30	1743	1174	Arabidopsis thaliana	2016-05-06	SRR1945807	SRS887954	7000	not applicable	not applicable	7000	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326652	Plant	SRX972491	Illumina HiSeq 2000	7002	2015-03-30	9911	7227	Arabidopsis thaliana	2016-05-06	SRR1945808	SRS887953	7002	not applicable	not applicable	7002	Netherlands	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326653	Plant	SRX972492	Illumina HiSeq 2000	7003	2015-03-30	2031	1331	Arabidopsis thaliana	2016-05-06	SRR1945809	SRS887952	7003	not applicable	not applicable	7003	Switzerland	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326654	Plant	SRX972493	Illumina HiSeq 2000	7008	2015-03-30	1878	1232	Arabidopsis thaliana	2016-05-06	SRR1945810	SRS887951	7008	not applicable	not applicable	7008	Netherlands	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326655	Plant	SRX972494	Illumina HiSeq 2000	7013	2015-03-30	2036	1322	Arabidopsis thaliana	2016-05-06	SRR1945811	SRS887955	7013	not applicable	not applicable	7013	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326656	Plant	SRX972495	Illumina HiSeq 2000	7014	2015-03-30	11316	8251	Arabidopsis thaliana	2016-05-06	SRR1945812	SRS887943	7014	not applicable	not applicable	7014	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326657	Plant	SRX972496	Illumina HiSeq 2000	7025	2015-03-30	1994	1310	Arabidopsis thaliana	2016-05-06	SRR1945813	SRS887944	7025	not applicable	not applicable	7025	Italy	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326658	Plant	SRX972497	Illumina HiSeq 2000	7026	2015-03-30	2370	1672	Arabidopsis thaliana	2016-05-06	SRR1945814	SRS887949	7026	not applicable	not applicable	7026	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326659	Plant	SRX972498	Illumina HiSeq 2000	7028	2015-03-30	2191	1475	Arabidopsis thaliana	2016-05-06	SRR1945815	SRS887950	7028	not applicable	not applicable	7028	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326660	Plant	SRX972499	Illumina HiSeq 2000	7031	2015-03-30	1634	1075	Arabidopsis thaliana	2016-05-06	SRR1945816	SRS887946	7031	not applicable	not applicable	7031	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326661	Plant	SRX972500	Illumina HiSeq 2000	7033	2015-03-30	2576	1787	Arabidopsis thaliana	2016-05-06	SRR1945817	SRS887948	7033	not applicable	not applicable	7033	USA	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326662	Plant	SRX972501	Illumina HiSeq 2000	7036	2015-03-30	3067	2060	Arabidopsis thaliana	2016-05-06	SRR1945818	SRS887945	7036	not applicable	not applicable	7036	Germany	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
102	SAMN03326663	Plant	SRX972502	Illumina Genome Analyzer II	7058	2015-03-30	2833	1160	Arabidopsis thaliana	2016-05-06	SRR1945819	SRS887947	7058	not applicable	not applicable	7058	Ireland	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326664	Plant	SRX972503	Illumina HiSeq 2000	7061	2015-03-30	2949	1990	Arabidopsis thaliana	2016-05-06	SRR1945820	SRS887942	7061	not applicable	not applicable	7061	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326665	Plant	SRX972504	Illumina HiSeq 2000	7062	2015-03-30	3370	2264	Arabidopsis thaliana	2016-05-06	SRR1945821	SRS887941	7062	not applicable	not applicable	7062	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
102	SAMN03326666	Plant	SRX972505	Illumina Genome Analyzer II	7063	2015-03-30	3008	1227	Arabidopsis thaliana	2016-05-06	SRR1945822	SRS887939	7063	not applicable	not applicable	7063	Spain	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326667	Plant	SRX972506	Illumina HiSeq 2000	7064	2015-03-30	2046	1342	Arabidopsis thaliana	2016-05-06	SRR1945823	SRS887940	7064	not applicable	not applicable	7064	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
102	SAMN03326668	Plant	SRX972507	Illumina Genome Analyzer II	7067	2015-03-30	2469	932	Arabidopsis thaliana	2016-05-06	SRR1945824	SRS887936	7067	not applicable	not applicable	7067	Italy	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
